query,title,year,venue,doi,type
robot proprioception vision,Proprioception-inspired Feedback for Robot Manipulation using Wearable Haptics,2026,2026 IEEE/SICE International Symposium on System Integration (SII),10.1109/sii64115.2026.11404585,proceedings-article
robot proprioception vision,Corollary Discharge and Oculomotor Proprioception: Cortical Mechanisms for Spatially Accurate Vision,2016,Annual Review of Vision Science,10.1146/annurev-vision-082114-035407,journal-article
robot proprioception vision,Eye proprioception and visual localization in humans: Influence of ocular dominance and visual context,1994,Vision Research,10.1016/0042-6989(94)90325-5,journal-article
robot proprioception vision,Learning Object Properties Using Robot Proprioception via Differentiable Robot-Object Interaction,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11127955,proceedings-article
robot proprioception vision,Reinforcement Learning With Vision-Proprioception Model for Robot Planar Pushing,2022,Frontiers in Neurorobotics,10.3389/fnbot.2022.829437,journal-article
robot proprioception vision,Coupling Vision and Proprioception for Navigation of Legged Robots,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),10.1109/cvprw56347.2022.00508,proceedings-article
robot proprioception vision,The Role of Ocular Muscle Proprioception During Modifications in Smooth Pursuit Output,1997,Vision Research,10.1016/s0042-6989(96)00239-8,journal-article
robot proprioception vision,Guiding the eye with the hand: Role of proprioception in spatial updating for saccades,2010,Journal of Vision,10.1167/5.8.645,journal-article
robot proprioception vision,The role of proprioception in the planning and control of action following sensory deprivation,2011,Journal of Vision,10.1167/11.11.964,journal-article
robot proprioception vision,Influence of extraocular muscle proprioception on vision.,1995,Physiological Reviews,10.1152/physrev.1995.75.2.323,journal-article
robot proprioception vision,Coupling Vision and Proprioception for Navigation of Legged Robots,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52688.2022.01676,proceedings-article
robot proprioception vision,Robot-Aided Assessment of Wrist Proprioception,2015,Frontiers in Human Neuroscience,10.3389/fnhum.2015.00198,journal-article
robot proprioception vision,Insert Your Own Body in the Oculus Rift to Improve Proprioception,2016,"Proceedings of the 11th Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",10.5220/0005851807550762,proceedings-article
robot proprioception vision,The Effect of Dissociation between Proprioception and Vision on Perception and Grip Force Control in a Stiffness Judgment Task,2018,,10.1101/252536,posted-content
robot proprioception vision,Robot-aided Assessment and Associated Brain Lesions of Impaired Ankle Proprioception in Chronic Stroke,2023,,10.21203/rs.3.rs-3224742/v1,posted-content
robot proprioception vision,Coupling Vision and Proprioception for Navigation of Legged Robots,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),10.1109/cvprw56347.2022.00206,proceedings-article
robot proprioception vision,A Study on Proprioception and Peripheral Vision in Synesthesia and Immersion,2017,Leonardo,10.1162/leon_a_01008,journal-article
robot proprioception vision,Robotic Fall Prediction with Egocentric Vision and Proprioception,2026,The International FLAIRS Conference Proceedings,10.32473/flairs.39.1.141526,journal-article
robot proprioception vision,"Visual perception of direction in the dark: Roles of local sign, eye movements, and ocular proprioception",1966,Vision Research,10.1016/0042-6989(66)90053-8,journal-article
robot proprioception vision,Artificial Proprioception for Ground Condition Perception in an Amoeba-inspired Four-legged Walking Robot,2026,IEICE Transactions on Electronics,10.1587/transele.2025fup0003,journal-article
robot proprioception vision,Direct visual SLAM fusing proprioception for a humanoid robot,2017,2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2017.8205943,proceedings-article
robot proprioception vision,Design of a Saccading and Accommodating Robot Vision System,2016,2016 13th Conference on Computer and Robot Vision (CRV),10.1109/crv.2016.48,proceedings-article
robot proprioception vision,Proprioception Impairment and Treatment Approaches in Pediatrics,2021,Proprioception,10.5772/intechopen.96382,book-chapter
robot proprioception vision,"Perception of Straight Ahead With Vision, Hearing, and Proprioception by Individuals With Low Vision",2025,Investigative Ophthalmology &amp; Visual Science,10.1167/iovs.66.9.38,journal-article
robot proprioception vision,Posing for awareness: Proprioception modulates access to visual consciousness in a continuous flash suppression task,2013,Journal of Vision,10.1167/13.7.2,journal-article
robot proprioception vision,Nomophobia Kids and Proprioception,2021,Proprioception,10.5772/intechopen.96236,book-chapter
robot proprioception vision,Minimally assistive robot training for proprioception enhancement,2009,Experimental Brain Research,10.1007/s00221-008-1680-6,journal-article
robot proprioception vision,Neural correlates of eye-position and proprioception during reaching in the superior parietal lobule of the macaque,2021,Journal of Vision,10.1167/jov.21.9.2110,journal-article
robot proprioception vision,Vision and proprioception make equal contributions to path integration in a novel homing task,2019,Cognition,10.1016/j.cognition.2019.06.010,journal-article
robot proprioception vision,"Vision, proprioception and corollary discharge in a movement recall test",1978,Acta Psychologica,10.1016/0001-6918(78)90034-3,journal-article
robot proprioception vision,Faculty Opinions recommendation of Corollary discharge and oculomotor proprioception: cortical mechanisms for spatially accurate vision.,2020,Faculty Opinions – Post-Publication Peer Review of the Biomedical Literature,10.3410/f.727740196.793571720,dataset
robot proprioception vision,Design and development of a five-bar robot for research into lower extremity proprioception,2018,Robotica,10.1017/s0263574717000406,journal-article
robot proprioception vision,"Author response for ""Hand blink reflex in virtual reality: The role of vision and proprioception in modulating defensive responses""",2019,,10.1111/ejn.14601/v3/response1,peer-review
robot proprioception vision,Adaptive Locomotion Control of Hexapod Robot Based on Deep Reinforcement Learning and Proprioception,2023,"2023 6th International Conference on Robotics, Control and Automation Engineering (RCAE)",10.1109/rcae59706.2023.10398839,proceedings-article
robot proprioception vision,Ocular and General Proprioception in Dyslexic Children: A Review of Their Diurnal and Nocturnal Dysfunctions and Their Repercussions,2025,Vision,10.3390/vision9020044,journal-article
robot proprioception vision,Removal of proprioception by BCI raises a stronger body ownership illusion in control of a humanlike robot,2016,Scientific Reports,10.1038/srep33514,journal-article
robot proprioception vision,Proprioception,2012,SpringerReference,10.1007/springerreference_183564,reference-entry
robot proprioception vision,Evolutionary Gait-Optimization Using a Fitness Function Based on Proprioception,2005,Lecture Notes in Computer Science,10.1007/978-3-540-32256-6_25,book-chapter
robot proprioception vision,A robot-aided visuo-motor training that improves proprioception and spatial accuracy of untrained movement,2017,Scientific Reports,10.1038/s41598-017-16704-8,journal-article
robot proprioception vision,Proprioception and Clinical Correlation,2021,Proprioception,10.5772/intechopen.95866,book-chapter
robot proprioception vision,Adaptation to Displaced Vision: Role of Proprioception,1974,Perceptual and Motor Skills,10.2466/pms.1974.38.3c.1251,journal-article
robot proprioception vision,An End-to-End Proprioception Framework for Soft Continuum Robot,2022,2022 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio55434.2022.10011982,proceedings-article
robot proprioception vision,"Author response for ""Hand blink reflex in virtual reality: The role of vision and proprioception in modulating defensive responses""",2019,,10.1111/ejn.14601/v2/response1,peer-review
robot proprioception vision,Self-Supervised Learning for Energy-Efficient Traversability Prediction in Natural Terrain Using Proprioception,2026,2026 IEEE International Conference on Autonomous Robot Systems and Competitions (ICARSC),10.1109/icarsc70216.2026.11523346,proceedings-article
robot proprioception vision,Bio-Inspired Proprioception for Sensorless Control of a Klann Linkage Robot Using Attention-LSTM,2026,Biomimetics,10.3390/biomimetics11030192,journal-article
robot proprioception vision,Exoskeleton-covered soft finger with vision-based proprioception and tactile sensing,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9197369,proceedings-article
robot proprioception vision,Case-Based Indoor Navigation,2007,Robot Vision,10.5220/0002069300970106,proceedings-article
robot proprioception vision,Proprioception,2012,SpringerReference,10.1007/springerreference_180442,reference-entry
embodied visual self model robotics,"A Dialectical Model of Self-Love: Worth, Compassion, and Embodied Self-Engagement",2026,,10.31234/osf.io/ufmh5_v1,posted-content
embodied visual self model robotics,Embodied cognition: dynamic and information theoretic implications of embodiment,1998,IEE Seminar on Self-Learning Robots II: Bio-Robotics,10.1049/ic:19980266,proceedings-article
embodied visual self model robotics,Self Model for Embodied Intelligence: Modeling Full-Body Human Musculoskeletal System and Locomotion Control with Hierarchical Low-Dimensional Representation,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610081,proceedings-article
embodied visual self model robotics,Self-Driving Vehicles,2025,AI for Robotics,10.1007/979-8-8688-0989-7_8,book-chapter
embodied visual self model robotics,Self localisation using embodied data for a hybrid leg-wheel robot,2011,2011 IEEE International Conference on Robotics and Biomimetics,10.1109/robio.2011.6181273,proceedings-article
embodied visual self model robotics,Action-Insensitive Embodied Visual Navigation,2021,2021 IEEE International Conference on Development and Learning (ICDL),10.1109/icdl49984.2021.9515646,proceedings-article
embodied visual self model robotics,MotionGlot: A Multi-Embodied Motion Generation Model,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11127473,proceedings-article
embodied visual self model robotics,The Embodied Meaning: Self-Organisation and Symbolic Dynamics in Visual Cognition,2006,Theory and Decision Library A:,10.1007/1-4020-2081-3_15,book-chapter
embodied visual self model robotics,Incremental Embodied Chaotic Exploration of Self-Organized Motor Behaviors with Proprioceptor Adaptation,2015,Frontiers in Robotics and AI,10.3389/frobt.2015.00007,journal-article
embodied visual self model robotics,"Look, Listen, and Act: Towards Audio-Visual Embodied Navigation",2020,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9197008,proceedings-article
embodied visual self model robotics,Self-evolving World Model,2026,Autonomous Embodied AI,10.1007/978-981-95-7750-7_5,book-chapter
embodied visual self model robotics,Understanding embodied visual attention in child-parent interaction,2013,2013 IEEE Third Joint International Conference on Development and Learning and Epigenetic Robotics (ICDL),10.1109/devlrn.2013.6652555,proceedings-article
embodied visual self model robotics,An Embodied Collaborative Search Strategy for Multi-Scale Visual Feature Targets,2024,2024 International Conference on Intelligent Robotics and Automatic Control (IRAC),10.1109/irac63143.2024.10871659,proceedings-article
embodied visual self model robotics,A Statistic Model of Embodied Symbol Emergence,2005,Springer Tracts in Advanced Robotics,10.1007/11008941_61,book-chapter
embodied visual self model robotics,Linear Embodied Saliency: a Model of Full-Body Kinematics-based Visual Attention,2020,,10.1101/2020.02.08.938514,posted-content
embodied visual self model robotics,Embodied Motion Perception: Psychophysical Studies of the Factors Deﬁ ning Visual Sensitivity to Self- and Other-Generated Actions,2008,"Embodiment, Ego-Space, and Action",10.4324/9780203809891-9,book-chapter
embodied visual self model robotics,Addressing Embodied Assumptions through a Self-Coaching Model,2023,Putting Critical Language Pedagogy into Practice,10.4324/9781003399414-4,book-chapter
embodied visual self model robotics,Grounding speech utterances in robotics affordances: An embodied statistical language model,2016,2016 Joint IEEE International Conference on Development and Learning and Epigenetic Robotics (ICDL-EpiRob),10.1109/devlrn.2016.7846794,proceedings-article
embodied visual self model robotics,BECOMING WOMEN. The Embodied Self in Image Culture,2014,Becoming Women,10.3138/9781442685406-003,book-chapter
embodied visual self model robotics,Perceptual lnvariance and Categorization in an Embodied Model of the Visual System,2001,Biorobotics,10.7551/mitpress/1624.003.0011,book-chapter
embodied visual self model robotics,Towards real-time embodied AI agent: a bionic visual encoding framework for mobile robotics,2024,International Journal of Intelligent Robotics and Applications,10.1007/s41315-024-00363-w,journal-article
embodied visual self model robotics,An integrated model of visual attention for homecare robot with self-awareness,2015,2015 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio.2015.7419025,proceedings-article
embodied visual self model robotics,EED: Embodied Environment Description Through Robotic Visual Exploration,2026,IEEE Robotics and Automation Letters,10.1109/lra.2026.3662652,journal-article
embodied visual self model robotics,The use of embodied self-rotation for visual and spatial perspective-taking,2013,Frontiers in Human Neuroscience,10.3389/fnhum.2013.00698,journal-article
embodied visual self model robotics,Self-Modifying Morphology Experiments with DyRET: Dynamic Robot for Embodied Testing,2019,2019 International Conference on Robotics and Automation (ICRA),10.1109/icra.2019.8793663,proceedings-article
embodied visual self model robotics,Gödelian embodied self-referential genomic intelligence: lessons for AI and AGI from the genomic blockchain,2025,Frontiers in Robotics and AI,10.3389/frobt.2025.1624695,journal-article
embodied visual self model robotics,Mobile robot localization using a self-organized visual environment representation,1998,Robotics and Autonomous Systems,10.1016/s0921-8890(98)00048-7,journal-article
embodied visual self model robotics,Applying Edge AI towards Deep-learning-based Monocular Visual Odometry Model for Mobile Robotics,2022,Proceedings of the 24th International Conference on Enterprise Information Systems,10.5220/0011071600003179,proceedings-article
embodied visual self model robotics,Sporadic audio visual embodied navigation for human tracking,2023,,10.17760/d20474672,dissertation
embodied visual self model robotics,Hierarchically self-organizing visual place memory,2017,Advanced Robotics,10.1080/01691864.2017.1356746,journal-article
embodied visual self model robotics,Robot Self-localization Using Visual Attention,2005,2005 International Symposium on Computational Intelligence in Robotics and Automation,10.1109/cira.2005.1554295,proceedings-article
embodied visual self model robotics,On the Promise of an Embodied Psychology: Visual Cognition Embodied and Embedded,2003,PsycEXTRA Dataset,10.1037/e416902005-505,dataset
embodied visual self model robotics,Self-evolving Embodied Intelligence,2026,Autonomous Embodied AI,10.1007/978-981-95-7750-7_4,book-chapter
embodied visual self model robotics,Embodied Gatekeeping within Visual News,2025,The Routledge Companion to Visual Journalism,10.4324/9781003391340-11,book-chapter
embodied visual self model robotics,A self-triggered visual servoing model predictive control scheme for under-actuated underwater robotic vehicles,2014,2014 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2014.6907414,proceedings-article
embodied visual self model robotics,Visual Foresight with a Local Dynamics Model,2023,Springer Proceedings in Advanced Robotics,10.1007/978-3-031-25555-7_6,book-chapter
embodied visual self model robotics,Toward a theory of embodied communication: self-sustaining wild systems as embodied meaning,2008,Embodied Communication in Humans and Machines,10.1093/acprof:oso/9780199231751.003.0003,book-chapter
embodied visual self model robotics,Embodied Attention in Word-Object Mapping: A Developmental Cognitive Robotics Model,2022,2022 IEEE International Conference on Development and Learning (ICDL),10.1109/icdl53763.2022.9962189,proceedings-article
embodied visual self model robotics,Embodied semantic effects in visual word recognition,2015,Conceptual and Interactive Embodiment,10.4324/9781315751962-10,book-chapter
embodied visual self model robotics,The origin of the embodied self,2024,,10.54854/ins2024.02,journal
embodied visual self model robotics,The multifaceted approach to embodied intelligence in robotics,2025,Science Robotics,10.1126/scirobotics.adx2731,journal-article
embodied visual self model robotics,Learning Action Representations for Self-supervised Visual Exploration,2019,2019 International Conference on Robotics and Automation (ICRA),10.1109/icra.2019.8794401,proceedings-article
embodied visual self model robotics,Multi-view Enhanced Few-shot Action Recognition for Embodied Visual Perception,2025,"2025 6th International Conference on Control, Robotics and Intelligent System (CCRIS)",10.1109/ccris65764.2025.11193021,proceedings-article
embodied visual self model robotics,Research on Large Model-Driven Multi-Source Fusion Algorithm for Visual Embodied Intelligence,2025,"2025 5th International Conference on Computer Vision, Application and Algorithm (CVAA)",10.1109/cvaa66438.2025.11193372,proceedings-article
embodied visual self model robotics,Toward an Embodied Self: EMDR and Somatic Interventions,2014,Neurobiology and Treatment of Traumatic Dissociation,10.1891/9780826106322.0021,book-chapter
embodied visual self model robotics,A formal model of visual attention in embodied language acquisition,2010,Journal of Vision,10.1167/3.9.309,journal-article
embodied visual self model robotics,Deformable Multibody Modeling for Model Predictive Control in Legged Locomotion with Embodied Compliance,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11128827,proceedings-article
embodied visual self model robotics,"The replacement hypothesis, robotics, and representation",2019,Embodied Cognition,10.4324/9781315180380-8,book-chapter
embodied visual self model robotics,Motivation in Embodied Intelligence,2008,"Frontiers in Robotics, Automation and Control",10.5772/6332,book-chapter
embodied visual self model robotics,"Emergence, Exploration and Learning of Embodied Behavior",2007,Springer Tracts in Advanced Robotics,10.1007/978-3-540-48113-3_40,book-chapter
embodied visual self model robotics,Self-calibrated visual servoing with respect to axial-symmetric 3D objects,2009,Robotics and Autonomous Systems,10.1016/j.robot.2008.05.006,journal-article
embodied visual self model robotics,Distributed Self-Deployment in Visual Sensor Networks,2006,"2006 9th International Conference on Control, Automation, Robotics and Vision",10.1109/icarcv.2006.345397,proceedings-article
embodied visual self model robotics,V. The Embodied mind and self,2016,The Death and Life of the Self,10.3726/978-3-653-06589-3/14,book-chapter
embodied visual self model robotics,Embodied attentiveness: a synthesis of frameworks,2018,The Embodied Self,10.4324/9780429481598-4,book-chapter
embodied visual self model robotics,Multi-cue 3D Model-Based Object Tracking,2006,Springer Tracts in Advanced Robotics,10.1007/978-3-540-33455-2_5,book-chapter
embodied visual self model robotics,Demonstrating the Octopi-1.5 Visual-Tactile-Language Model,2025,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.058,proceedings-article
embodied visual self model robotics,An embodied incremental Bayesian model of cross-situational word learning,2017,2017 Joint IEEE International Conference on Development and Learning and Epigenetic Robotics (ICDL-EpiRob),10.1109/devlrn.2017.8329803,proceedings-article
embodied visual self model robotics,Visual servoing of redundant manipulator with Jacobian matrix estimation using self-organizing map,2010,Robotics and Autonomous Systems,10.1016/j.robot.2010.04.001,journal-article
embodied visual self model robotics,FLESHING OUT MEMORY: ROXANE GAY’S HUNGER AS AN EMBODIED NARRATIVE OF SELF- PERCEPTION,2023,ShodhKosh: Journal of Visual and Performing Arts,10.29121/shodhkosh.v4.i2.2023.4827,journal-article
embodied visual self model robotics,Industrial Robotics,2025,AI for Robotics,10.1007/979-8-8688-0989-7_9,book-chapter
embodied visual self model robotics,Humanoid Robotics,2025,AI for Robotics,10.1007/979-8-8688-0989-7_10,book-chapter
embodied visual self model robotics,Robject: Embodied Robotics for Enhanced Domestic Interaction,2025,,10.20944/preprints202506.1042.v1,posted-content
embodied visual self model robotics,Visual Servoing Path Planning for Cameras Obeying the Unified Model,2012,Advanced Robotics,10.1163/156855312x632904,journal-article
embodied visual self model robotics,VISUAL TOPOLOGICAL MAP BUILDING IN SELF-SIMILAR ENVIRONMENTS,2006,"Proceedings of the Third International Conference on Informatics in Control, Automation and Robotics",10.5220/0001209200030009,proceedings-article
embodied visual self model robotics,VISUAL TRACKING ON AN AUTONOMOUS SELF -CONTAINED HUMANOID ROBOT,2008,Advances in Mobile Robotics,10.1142/9789812835772_0152,proceedings-article
embodied visual self model robotics,Woman’s embodied self: An introduction.,2018,Woman's embodied self: Feminist perspectives on identity and image.,10.1037/0000047-001,book-chapter
embodied visual self model robotics,Context-driven model switching for visual tracking,2002,Robotics and Autonomous Systems,10.1016/s0921-8890(02)00259-2,journal-article
embodied visual self model robotics,Visual Disruptions as Embodied Activism,2022,Embodied Activisms,10.5040/9781666990195.ch-3,other
embodied visual self model robotics,Embodied AI: Bridging Simulation and Reality in Robotics,2025,"2025 4th International Symposium on Robotics, Artificial Intelligence and Information Engineering (RAIIE)",10.1109/raiie65740.2025.11140070,proceedings-article
embodied visual self model robotics,Visual Experience,2015,The Routledge Handbook of Embodied Cognition,10.4324/9781315775845.ch25,book-chapter
embodied visual self model robotics,Embodied Semantic Effects in Visual Word Recognition,2018,,10.31234/osf.io/cgs85,posted-content
embodied visual self model robotics,Intelligent embodied autonomous agents,1999,Robotics and Autonomous Systems,10.1016/s0921-8890(99)00045-7,journal-article
embodied visual self model robotics,Audio-Visual Voice Activity Detection Based on an Utterance State Transition Model,2012,Advanced Robotics,10.1080/01691864.2012.687152,journal-article
embodied visual self model robotics,A visual-inspection system using a self-organizing map,2009,Artificial Life and Robotics,10.1007/s10015-009-0729-3,journal-article
embodied visual self model robotics,Socially Embodied Human-Robot Interaction,2015,Advances in Computational Intelligence and Robotics,10.4018/978-1-4666-7278-9.ch007,book-chapter
embodied visual self model robotics,Self-learning visual inspection system for cable crimping machines,2011,2011 IEEE International Conference on Robotics and Automation,10.1109/icra.2011.5980590,proceedings-article
embodied visual self model robotics,Drift-correcting self-calibration for visual-inertial SLAM,2017,2017 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2017.7989771,proceedings-article
embodied visual self model robotics,2 The Embodied Mind,2026,Intertwined Creatures,10.7312/chem19538-003,book-chapter
embodied visual self model robotics,Foundation Models in Robotics,2025,AI for Robotics,10.1007/979-8-8688-0989-7_4,book-chapter
embodied visual self model robotics,Visual attention model involving feature-based inhibition of return,2010,Artificial Life and Robotics,10.1007/s10015-010-0778-7,journal-article
embodied visual self model robotics,Visual Experience,2024,The Routledge Handbook of Embodied Cognition,10.4324/9781003322511-15,book-chapter
embodied visual self model robotics,InterRobot: speech-driven embodied interaction robot,2001,Advanced Robotics,10.1163/156855301300235931,journal-article
embodied visual self model robotics,The Visual Preacher,2022,,10.2307/j.ctv29sfxr3,monograph
embodied visual self model robotics,Framework and Components of a Self-Study Model for Visual Arts Practitioners,2021,Becoming a Visually Reflective Practitioner,10.2307/j.ctv36xvm56.5,book-chapter
embodied visual self model robotics,Embodied Politics in Visual Autobiography,2014,,10.3138/9781442666146,edited-book
embodied visual self model robotics,Acknowledgments,2014,Embodied Politics in Visual Autobiography,10.3138/9781442666146-001,book-chapter
embodied visual self model robotics,Chaotic analysis of embodied and situated agents,2017,Robotics and Autonomous Systems,10.1016/j.robot.2017.06.004,journal-article
embodied visual self model robotics,Model-based and model-free reinforcement learning for visual servoing,2009,2009 IEEE International Conference on Robotics and Automation,10.1109/robot.2009.5152834,proceedings-article
embodied visual self model robotics,Self-supervised Pretraining and Finetuning for Monocular Depth and Visual Odometry,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10611058,proceedings-article
embodied visual self model robotics,References,2014,Embodied Politics in Visual Autobiography,10.3138/9781442666146-016,book-chapter
embodied visual self model robotics,The Embodied Self,2018,,10.4324/9780429481598,book
embodied visual self model robotics,Self-Supervised Deep Pose Corrections for Robust Visual Odometry,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9197562,proceedings-article
embodied visual self model robotics,Contents,2014,Embodied Politics in Visual Autobiography,10.3138/9781442666146-toc,book-chapter
embodied visual self model robotics,Artificial life and embodied robotics: current issues and future challenges,2009,Artificial Life and Robotics,10.1007/s10015-008-0596-3,journal-article
embodied visual self model robotics,Frontmatter,2014,Embodied Politics in Visual Autobiography,10.3138/9781442666146-fm,book-chapter
embodied visual self model robotics,A Modular Framework for Robot Embodied Instruction Following by Large Language Model,2023,2023 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio58561.2023.10355013,proceedings-article
embodied visual self model robotics,Placement: Ontology of the Embodied Self,2025,,10.2139/ssrn.5660350,posted-content
embodied visual self model robotics,Robotics and embodied agent modelling of the evolution of language,2011,Oxford Handbooks Online,10.1093/oxfordhb/9780199541119.013.0062,book
embodied visual self model robotics,Navigation: the mammalian model (discussion),1998,IEE Seminar on Self-Learning Robots II: Bio-Robotics,10.1049/ic:19980275,proceedings-article
embodied visual self model robotics,Auditory-Visual Fusion Using Multi-Input Hidden Markov Model,1993,"Robotics, Mechatronics and Manufacturing Systems",10.1016/b978-0-444-89700-8.50032-4,book-chapter
embodied visual self model robotics,The Embodied Self,2011,Oxford Handbooks Online,10.1093/oxfordhb/9780199548019.003.0006,edited-book
embodied visual self model robotics,GPC-LIVO: Point-wise LiDAR-inertial-visual odometry with geometric and photometric composite measurement model,2025,Robotics and Autonomous Systems,10.1016/j.robot.2024.104864,journal-article
embodied visual self model robotics,Adaptive Visual Shock Absorber with Visual-based Maxwell Model Using a Magnetic Gear,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9197504,proceedings-article
embodied visual self model robotics,Embodied Visual Meaning [in] Motion,2023,[in]Transition,10.16995/intransition.11280,journal-article
embodied visual self model robotics,From embodied mind to embodied robotics: Humanities and system theoretical aspects,2009,Journal of Physiology-Paris,10.1016/j.jphysparis.2009.08.012,journal-article
embodied visual self model robotics,Introduction to General Purpose Robotics,2025,AI for Robotics,10.1007/979-8-8688-0989-7_1,book-chapter
embodied visual self model robotics,Philosophy of Embodied Mind and Intelligent Robotics,2021,Journal of the Robotics Society of Japan,10.7210/jrsj.39.28,journal-article
embodied visual self model robotics,Data-Driven Robotics in Practice,2025,AI for Robotics,10.1007/979-8-8688-0989-7_11,book-chapter
embodied visual self model robotics,CAD Model Based System for Visual Inspection,1993,"Robotics, Mechatronics and Manufacturing Systems",10.1016/b978-0-444-89700-8.50109-3,book-chapter
embodied visual self model robotics,Model-Free Visual Servo Regulation of Wheeled Mobile Robots Under Dynamic Visual Targets,2018,2018 IEEE International Conference on Real-time Computing and Robotics (RCAR),10.1109/rcar.2018.8621691,proceedings-article
embodied visual self model robotics,4 Radical Embodied Cognitive Science,2026,Intertwined Creatures,10.7312/chem19538-005,book-chapter
embodied visual self model robotics,PlanAgent: Embodied Visual-Language Model for Grounded Task planning with Environment Map,2024,,10.21203/rs.3.rs-4513731/v1,posted-content
embodied visual self model robotics,Developing a robot visual system using a biologically inspired model of neuronal development,2003,Robotics and Autonomous Systems,10.1016/j.robot.2003.08.001,journal-article
embodied visual self model robotics,Cultural Spaces,2014,Embodied Politics in Visual Autobiography,10.3138/9781442666146-018,book-chapter
embodied visual self model robotics,A visual language model for estimating object pose and structure in a generative visual domain,2011,2011 IEEE International Conference on Robotics and Automation,10.1109/icra.2011.5980161,proceedings-article
embodied visual self model robotics,Online self-supervised monocular visual odometry for ground vehicles,2015,2015 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2015.7139928,proceedings-article
embodied visual self model robotics,Embodied Visual Navigation With Automatic Curriculum Learning in Real Environments,2021,IEEE Robotics and Automation Letters,10.1109/lra.2020.3048662,journal-article
embodied visual self model robotics,Embodied Social Interaction for Service Robots in Hallway Environments,2006,Springer Tracts in Advanced Robotics,10.1007/11736592_25,book-chapter
embodied visual self model robotics,An embodied account of visual working memory,2020,Visual Cognition,10.1080/13506285.2020.1742827,journal-article
embodied visual self model robotics,Semi-autonomous Learning of an RFID Sensor Model for Mobile Robot Self-localization,2008,Springer Tracts in Advanced Robotics,10.1007/978-3-540-78317-6_28,book-chapter
embodied visual self model robotics,Particle filter based self-localization using visual landmarks and image database,2009,2009 IEEE International Symposium on Computational Intelligence in Robotics and Automation - (CIRA),10.1109/cira.2009.5423198,proceedings-article
embodied visual self model robotics,Fully body visual self-modeling of robot morphologies,2022,Science Robotics,10.1126/scirobotics.abn1944,journal-article
embodied visual self model robotics,Behavioral Specialization in Embodied Evolutionary Robotics: Why So Difficult?,2016,Frontiers in Robotics and AI,10.3389/frobt.2016.00038,journal-article
embodied visual self model robotics,Robust visual tracking control system of a mobile robot based on a dual-Jacobian visual interaction model,2009,Robotics and Autonomous Systems,10.1016/j.robot.2009.01.001,journal-article
embodied visual self model robotics,"Visual-Inertial Sensor Fusion: Localization, Mapping and Sensor-to-Sensor Self-calibration",2011,The International Journal of Robotics Research,10.1177/0278364910382802,journal-article
embodied visual self model robotics,The Time of the Embodied Self,2017,"Time, Embodiment and the Self",10.4324/9781315199900-4,book-chapter
embodied visual self model robotics,Zero-shot group social interaction dynamics modeling using large visual language model and task decomposition prompting,2026,Advanced Robotics,10.1080/01691864.2026.2664752,journal-article
embodied visual self model robotics,Introduction to Special Issue: Embodied Interactive Robots,2021,International Journal of Social Robotics,10.1007/s12369-021-00786-6,journal-article
embodied visual self model robotics,Self-Calibration and Visual SLAM with a Multi-Camera System on a Micro Aerial Vehicle,2014,Robotics: Science and Systems X,10.15607/rss.2014.x.008,proceedings-article
embodied visual self model robotics,Embodied AI,2026,Autonomous Embodied AI,10.1007/978-981-95-7750-7_1,book-chapter
embodied visual self model robotics,Learning Visual Predictive Model for Autonomous Navigation Systems,2025,2025 International Conference on Advanced Robotics and Mechatronics (ICARM),10.1109/icarm65671.2025.11293614,proceedings-article
embodied visual self model robotics,INTRODUCTION,2022,The Visual Preacher,10.2307/j.ctv29sfxr3.5,book-chapter
embodied visual self model robotics,Non-visual orientation and communication by fishes using electrical fields: A model system for underwater robotics,2012,2012 IEEE International Conference on Robotics and Automation,10.1109/icra.2012.6224952,proceedings-article
